patch r g b
h17 10517 17390 17347
h18 21310 10010 16760
h19 23592 12267 5987
h20 10400 8272 11635
h21 12455 8337 8682
h22 11582 8692 14182
i1 30837 22265 17177
i2 33363 20510 13222
i3 37488 19185 10740
i4 48443 16840 7735
i5 19980 13200 10527
i6 21310 12960 9120
i7 22312 12435 7980
i8 27075 11282 6010
i9 12712 7692 7000
i10 13042 7707 6807
i11 13212 7675 6510
i12 13947 7415 5775
i13 25370 7355 5795
i14 10825 14367 6712
i15 9462 9912 22280
i16 28087 23245 22802
i17 10942 21965 22100
i18 24432 11710 21757
i19 28100 14502 6327
i20 10890 7687 11635
i21 22825 16492 32317
i22 14950 7665 10367
j1 38138 32265 24455
j2 37658 30502 18200
j3 39373 28205 13702
j4 51030 21730 7715
j5 20927 15502 11965
j6 20790 15247 10090
j7 20947 14965 8610
j8 21567 14362 6487
j9 12337 7580 6732
j10 12295 7697 6605
j11 12135 7665 6242
j12 12135 7655 5795
j13 28737 7767 5807
j14 11145 16977 7075
j15 9707 11740 30197
j16 34833 30380 31435
j17 11677 29025 30037
j18 28855 14405 30657
j19 34225 16877 6732
j20 15162 7340 9045
j21 39650 23500 54270
j22 49858 34823 52618
k1 26150 24705 17932
k2 23315 26117 14385
k3 20980 27672 12190
k4 19830 28465 11027
k5 17452 13905 10345
k6 15930 14485 9015
k7 14555 15125 8045
k8 12210 16515 6467
k9 11742 7515 6487
k10 11210 7707 6327
k11 10805 7910 6125
k12 10197 8300 5775
k13 32883 8287 5775
k14 11540 20307 7500
k15 10185 14410 41675
k16 45490 41275 43775
k17 12850 39560 39500
k18 35175 18182 43603
k19 42858 19812 7245
k20 41450 29905 39255
k21 49475 35035 40715
k22 46033 29307 27417
l1 29345 31535 26872
l2 25797 35275 25210
l3 23122 38003 23495
l4 22227 37790 22185
l5 17997 16892 13330
l6 15195 19030 12582
l7 13117 21970 11847
l8 11720 26425 11112
l9 11390 7600 6680
l10 10720 7782 6627
l11 10207 8150 6722
l12 9780 8527 6765
l13 37455 8975 5795
l14 11997 24315 7980
l15 10965 18182 57638
l16 59225 57473 61730
l17 14545 54298 51490
l18 44040 23485 61633
l19 51693 23432 8075
l20 56465 50188 51863
l21 49975 47268 45585
l22 37475 42038 38170
gs0 8610 4462 3845
gs1 9120 5012 4442
gs2 9665 5357 4815
gs3 10197 5885 5327
gs4 10877 6392 5870
gs5 11720 7052 6425
gs6 12647 7750 7222
gs7 13745 8617 8022
gs8 15025 9605 8865
gs9 16185 10727 9877
gs10 17357 11697 10645
gs11 18817 13397 12530
gs12 20405 14827 13862
gs13 22067 16477 15460
gs14 24187 18842 18007
gs15 26745 21235 20725
gs16 29410 24287 24040
gs17 33023 27922 28662
gs18 37168 31912 32798
gs19 42335 37073 39245
gs20 47440 42745 44840
gs21 50008 45670 47963
gs22 51948 48388 50818
gs23 56955 50545 52863
