patch r g b
h21 10430 9775 10772
h22 10037 10207 17485
i1 28057 25907 17870
i2 31125 24277 13660
i3 35665 22930 11070
i4 44958 20207 8235
i5 16472 15040 11785
i6 17475 14422 9930
i7 18390 13850 8502
i8 23687 12070 5902
i9 10315 8625 7862
i10 10452 8455 7382
i11 10645 8325 6915
i12 10922 7840 5807
i13 21642 7212 5337
i14 8492 17900 7457
i15 8045 10990 25382
i16 24445 26500 22825
i17 8662 26595 24135
i18 22077 12195 23027
i19 24507 17015 6552
i20 9505 9102 14662
i21 19967 18300 35440
i22 12785 8780 12902
j1 34653 36585 25105
j2 34610 34888 18752
j3 36955 33000 14330
j4 46523 26985 8522
j5 17422 18235 13467
j6 17145 18145 11347
j7 16975 17792 9547
j8 17305 17037 6872
j9 10112 8677 7885
j10 9930 8710 7457
j11 9877 8587 6850
j12 9695 8405 6072
j13 25860 7607 5285
j14 8790 21897 8012
j15 8215 13090 34610
j16 30945 34290 31115
j17 9227 34075 32948
j18 27172 14792 31870
j19 30965 20080 6702
j20 12615 8192 10442
j21 37158 24625 50733
j22 44138 39665 48250
k1 22430 28025 19085
k2 19265 29510 15515
k3 16750 30975 13362
k4 15865 32510 12850
k5 14300 16595 12242
k6 12872 17757 10805
k7 11785 18970 9577
k8 9802 21795 7820
k9 9695 8852 7905
k10 9270 9105 7640
k11 8865 9232 7062
k12 8150 9482 6242
k13 30625 8102 5220
k14 9110 26245 8577
k15 8587 15987 47098
k16 40503 46165 42995
k17 9995 43103 43338
k18 33843 18475 43498
k19 39288 23802 7362
k20 38053 34450 38063
k21 43615 39980 39310
k22 41783 33900 27032
l1 25072 34145 27352
l2 21332 36923 26320
l3 18422 38988 25115
l4 17752 39515 24752
l5 14640 20485 15237
l6 12285 23660 14620
l7 10720 27832 14257
l8 9505 33018 14182
l9 9482 8935 8267
l10 8917 9337 8225
l11 8427 9695 8065
l12 7885 9887 7787
l13 35930 8922 5432
l14 9482 30257 9440
l15 9152 19440 60930
l16 48153 56753 56200
l17 10847 51798 53513
l18 41473 23010 55783
l19 45265 28200 8597
l20 46290 51365 48345
l21 42198 48328 42538
l22 31135 42490 36805
gs0 7192 5045 4867
gs1 7575 5582 5380
gs2 8002 6002 5817
gs3 8545 6632 6457
gs4 9152 7302 7107
gs5 9812 8112 7960
gs6 10442 8875 8610
gs7 11272 9887 9525
gs8 12190 10920 10517
gs9 13275 12397 11772
gs10 14192 13515 12552
gs11 15312 15257 13927
gs12 16675 16850 14852
gs13 18455 19007 16207
gs14 20587 21610 18262
gs15 23090 24422 20862
gs16 25872 27480 23547
gs17 29067 31022 27405
gs18 32778 35440 31755
gs19 37158 40775 36848
gs20 40950 45888 42315
gs21 42185 47093 43935
gs22 42528 47700 45000
gs23 44893 48835 46460
