patch r g b
e7 2928 3637 4511
e8 3278 3873 5394
e9 1383 1731 1394
e10 1421 1772 1598
e11 1485 1846 1856
e12 1681 2081 2786
e13 1534 1214 847
e14 999 1661 902
e15 976 1413 1550
e16 1601 2072 1440
e17 1015 2038 1486
e18 1534 1482 1461
e19 1568 1685 846
e20 1354 4493 4993
e21 1688 3955 4135
e22 1267 2801 2764
f1 3974 5670 4606
f2 4064 5770 4866
f3 4117 5879 5141
f4 4155 5899 5220
f5 3381 3954 3118
f6 3746 3969 3434
f7 3958 4059 3840
f8 4082 4145 4348
f9 1431 1680 1281
f10 1525 1659 1309
f11 1621 1662 1364
f12 1963 1642 1513
f13 1789 1265 840
f14 1024 1887 928
f15 990 1551 1879
f16 1888 2456 1725
f17 1048 2409 1786
f18 1803 1670 1738
f19 1865 1926 870
f20 1484 2561 2293
f21 1220 2475 2470
f22 1155 2099 1909
g1 3882 5180 3841
g2 4001 5168 3817
g3 4058 5149 3812
g4 4087 5107 3817
g5 3075 3257 2358
g6 3536 3162 2311
g7 3823 3093 2302
g8 3953 3066 2297
g9 1449 1645 1217
g10 1580 1613 1202
g11 1710 1589 1183
g12 2159 1501 1123
g13 2068 1320 831
g14 1049 2143 952
g15 999 1718 2300
g16 2255 3000 2136
g17 1085 2858 2192
g18 2104 1895 2111
g19 2233 2217 898
g20 1241 2170 2088
g21 1249 2427 2752
g22 1133 2901 4829
h1 3849 5068 3545
h2 3970 4977 3279
h3 4044 4912 3035
h4 4069 4789 2898
h5 2983 3200 2080
h6 3461 2998 1769
h7 3773 2837 1529
h8 3901 2725 1356
h9 1453 1632 1139
h10 1545 1593 1084
h11 1671 1538 1010
h12 2060 1430 855
h13 2429 1389 814
h14 1083 2426 985
h15 1017 1932 2851
h16 2749 3728 2659
h17 1134 3375 2681
h18 2500 2182 2620
h19 2736 2571 944
h20 1199 1978 2107
h21 1411 1926 1514
h22 1348 2089 2535
i1 3560 4549 2868
i2 3726 4342 2346
i3 3861 4164 1933
i4 3993 3842 1459
i5 2299 2805 1766
i6 2447 2732 1503
i7 2586 2641 1313
i8 3123 2369 949
i9 1375 1674 1146
i10 1393 1640 1075
i11 1421 1625 1019
i12 1469 1550 878
i13 2802 1456 809
i14 1124 2732 1034
i15 1038 2172 3495
i16 3278 4541 3188
i17 1194 3976 3218
i18 2949 2502 3194
i19 3282 3026 1018
i20 1261 1827 2108
i21 2718 3371 4012
i22 1709 1749 1797
j1 3836 5325 3665
j2 3842 5165 3055
j3 3899 4974 2488
j4 4014 4408 1467
j5 2453 3272 2039
j6 2424 3200 1730
j7 2414 3091 1459
j8 2431 2855 1050
j9 1342 1670 1128
j10 1320 1674 1080
j11 1314 1668 1009
j12 1284 1626 883
j13 3170 1543 802
j14 1180 3070 1109
j15 1071 2472 4267
j16 3723 5304 3968
j17 1277 4625 3929
j18 3416 2923 3906
j19 3696 3548 1113
j20 1713 1633 1498
j21 3897 4417 5120
j22 3999 5742 5143
k1 3108 4614 2944
k2 2753 4512 2499
k3 2432 4414 2140
k4 2284 4387 2006
k5 2006 2928 1797
k6 1814 2962 1567
k7 1652 2980 1381
k8 1351 3051 1103
k9 1280 1687 1120
k10 1216 1720 1069
k11 1169 1766 1016
k12 1070 1804 904
k13 3458 1674 824
k14 1243 3436 1197
k15 1110 2762 4952
k16 4015 5901 4833
k17 1375 5131 4664
k18 3809 3488 4748
k19 3934 4098 1265
k20 3931 5433 4437
k21 3989 5677 4604
k22 3912 5294 3785
l1 3392 5234 3824
l2 2997 5198 3675
l3 2662 5183 3581
l4 2577 5172 3538
l5 2092 3501 2286
l6 1783 3685 2192
l7 1523 3861 2076
l8 1308 4043 1976
l9 1250 1713 1164
l10 1171 1771 1147
l11 1108 1843 1130
l12 1044 1893 1107
l13 3639 1869 866
l14 1319 3747 1309
l15 1161 3072 5543
l16 4176 6338 5788
l17 1503 5459 5348
l18 4063 4227 5577
l19 4004 4504 1488
l20 4116 6160 5399
l21 4011 5976 5060
l22 3770 5720 4621
gs0 950 1053 807
gs1 1016 1164 873
gs2 1071 1247 929
gs3 1138 1365 996
gs4 1218 1486 1064
gs5 1317 1635 1171
gs6 1417 1786 1267
gs7 1530 1936 1364
gs8 1667 2089 1463
gs9 1824 2340 1652
gs10 1991 2558 1826
gs11 2174 2855 2041
gs12 2401 3172 2289
gs13 2662 3565 2549
gs14 2938 3978 2821
gs15 3226 4419 3180
gs16 3483 4840 3515
gs17 3691 5224 3911
gs18 3853 5514 4261
gs19 3967 5817 4724
gs20 4005 5971 5065
gs21 3987 5962 5141
gs22 3976 5964 5212
gs23 4014 6026 5353
