patch r g b
g3 32190 31407 33533
g4 32340 30917 32980
g5 22600 17372 18072
g6 26032 16675 18072
g7 28727 16035 18072
g8 30122 15757 18115
g9 11932 9280 9172
g10 12765 9215 9387
g11 13585 9182 9492
g12 15940 8517 9067
g13 15355 7547 6585
g14 9792 12082 7372
g15 9482 10152 17292
g16 18487 17537 18115
g17 10655 16700 16717
g18 16237 10680 17207
g19 16932 11922 7277
g20 11187 12107 15930
g21 11390 13392 20672
g22 10602 15380 35048
h1 30560 32562 31755
h2 31370 31140 28397
h3 31797 29600 24902
h4 31967 27955 23122
h5 21960 17052 15822
h6 25105 15800 13947
h7 27620 14602 12157
h8 28822 13772 10707
h9 11987 9247 8757
h10 12552 9092 8395
h11 13245 8715 7862
h12 15312 8080 6722
h13 17335 7825 6647
h14 10270 13980 7820
h15 9717 11145 20820
h16 21887 21885 22377
h17 11252 19940 20140
h18 18487 11875 20767
h19 19892 13660 7555
h20 10792 11070 15865
h21 12062 10930 12435
h22 11772 11437 18710
i1 27725 27772 23730
i2 28492 25535 18487
i3 29325 23655 15025
i4 30080 20782 11325
i5 17900 15290 13660
i6 18667 14852 11870
i7 19392 14337 10495
i8 22120 12365 7320
i9 11602 9460 8757
i10 11602 9300 8267
i11 11817 9265 7820
i12 12105 8782 6840
i13 19477 8090 6732
i14 10762 16072 8235
i15 9910 12317 25360
i16 25840 27897 28215
i17 11945 24315 24635
i18 21097 13515 25872
i19 23420 15940 8117
i20 11060 10207 15695
i21 20682 18715 34313
i22 13680 9752 14277
j1 30442 35733 32062
j2 30240 33745 25200
j3 30485 31715 19477
j4 30730 26325 11390
j5 19157 18125 15630
j6 18912 17715 13425
j7 18837 17350 11465
j8 18680 15875 8097
j9 11422 9557 8747
j10 11262 9530 8320
j11 11177 9450 7745
j12 11027 9227 6850
j13 21897 8400 6787
j14 11325 18352 8767
j15 10282 13957 31497
j16 29805 34790 36325
j17 12807 29530 30497
j18 24667 15977 33448
j19 26777 18967 8832
j20 13552 9295 12242
j21 30135 24495 42923
j22 31957 36175 43253
k1 24252 28887 24177
k2 21907 28455 19392
k3 20010 27997 16292
k4 19287 28322 15280
k5 16335 16367 13905
k6 15300 17032 12307
k7 14267 17550 10942
k8 12295 18235 8470
k9 11060 9667 8695
k10 10612 9752 8247
k11 10357 9967 7800
k12 9727 10095 6925
k13 24252 8785 6990
k14 11975 21162 9440
k15 10570 15310 36293
k16 32692 40103 43188
k17 13725 33890 35293
k18 28257 18865 40653
k19 29142 23197 10080
k20 31072 34088 39703
k21 31870 36895 40568
k22 30870 33433 33320
l1 26287 34120 32637
l2 23825 34550 30912
l3 21780 34348 29430
l4 21237 34045 28440
l5 17262 19920 17550
l6 15567 21890 16730
l7 14107 24177 15802
l8 12902 26547 14842
l9 10910 9845 9015
l10 10420 10122 8950
l11 10057 10462 8865
l12 9590 10777 8705
l13 25967 9552 7352
l14 12840 23980 10367
l15 10942 16435 39023
l16 33993 42858 47333
l17 14715 36080 38308
l18 30975 22477 44935
l19 30187 27257 11847
l20 32575 40400 44413
l21 31967 39553 42900
l22 29430 37125 39010
gs0 8267 6020 5305
gs1 8705 6585 5902
gs2 9185 7107 6572
gs3 9707 7595 7095
gs4 10367 8305 7905
gs5 11145 9135 8927
gs6 11847 9972 9845
gs7 12785 10937 10965
gs8 13852 11970 12007
gs9 14970 13227 13320
gs10 16152 14410 14620
gs11 17452 16110 16440
gs12 18807 17645 17975
gs13 20617 19897 20127
gs14 22377 22450 22482
gs15 24517 25595 25817
gs16 26627 29042 29312
gs17 28482 32280 33098
gs18 29815 34935 36495
gs19 30912 37118 39448
gs20 31445 38525 41590
gs21 31477 38653 42378
gs22 31412 38450 42623
gs23 31370 38143 42528
