patch r g b
f8 5985 2687 3475
f9 1270 855 746
f10 1326 860 773
f11 1387 860 796
f12 1640 887 872
f13 1518 692 467
f14 989 841 525
f15 959 809 1060
f16 1570 1242 1047
f17 1002 1120 1078
f18 1503 887 984
f19 1537 912 471
f20 1241 1225 1339
f21 1089 1191 1489
f22 1047 980 1079
g1 4282 3642 2720
g2 5284 3504 2614
g3 6161 3413 2542
g4 6300 3368 2598
g5 2535 1713 1396
g6 3208 1665 1328
g7 4242 1673 1271
g8 5633 1785 1229
g9 1277 838 705
g10 1360 833 700
g11 1446 824 680
g12 1804 818 637
g13 1755 733 470
g14 1005 966 537
g15 970 910 1335
g16 1823 1575 1306
g17 1026 1395 1361
g18 1744 1022 1242
g19 1815 1095 499
g20 1103 1035 1214
g21 1108 1207 1710
g22 1122 2142 4987
h1 4065 3587 2398
h2 4911 3347 2012
h3 5947 3217 1711
h4 6254 3054 1622
h5 2439 1693 1209
h6 3054 1584 990
h7 4044 1559 840
h8 5592 1644 729
h9 1280 827 659
h10 1333 805 617
h11 1420 789 576
h12 1718 759 478
h13 2049 776 465
h14 1028 1161 561
h15 981 1035 1707
h16 2178 2069 1669
h17 1056 1786 1742
h18 2053 1184 1572
h19 2190 1353 527
h20 1075 962 1198
h21 1217 919 851
h22 1166 1046 1459
i1 3165 2953 1767
i2 3523 2728 1317
i3 4103 2555 1038
i4 5997 2396 771
i5 1888 1474 1039
i6 1995 1411 862
i7 2105 1378 763
i8 2678 1269 552
i9 1228 836 662
i10 1230 814 620
i11 1241 801 581
i12 1279 768 503
i13 2438 831 464
i14 1059 1474 600
i15 1001 1220 2252
i16 2671 2831 2173
i17 1103 2393 2264
i18 2448 1407 2057
i19 2715 1727 568
i20 1106 910 1165
i21 2196 1994 3297
i22 1420 888 969
j1 3906 4621 2440
j2 3884 4457 1828
j3 4152 4139 1353
j4 6134 3318 791
j5 1974 1790 1190
j6 1944 1758 987
j7 1942 1732 837
j8 1960 1673 614
j9 1209 839 663
j10 1185 825 628
j11 1177 812 584
j12 1161 786 513
j13 2950 911 472
j14 1104 1948 656
j15 1042 1549 3234
j16 3395 3968 2962
j17 1195 3456 3150
j18 3063 1796 2944
j19 3482 2163 603
j20 1418 825 799
j21 4452 3143 5509
j22 5503 4858 5088
k1 2523 3340 1910
k2 2192 3696 1532
k3 1952 4124 1310
k4 1861 4498 1255
k5 1652 1578 1068
k6 1504 1647 918
k7 1386 1738 809
k8 1219 2045 678
k9 1176 849 673
k10 1125 841 636
k11 1089 838 596
k12 1028 832 528
k13 3623 1018 478
k14 1152 2609 728
k15 1108 2034 4723
k16 4602 5766 4000
k17 1335 5243 4375
k18 3999 2398 4326
k19 4686 2767 654
k20 4327 3851 3511
k21 5390 4874 3661
k22 5171 4125 2539
l1 2842 4434 2790
l2 2401 5146 2652
l3 2124 5806 2531
l4 2067 5866 2477
l5 1691 2013 1376
l6 1458 2334 1315
l7 1308 2816 1242
l8 1252 3711 1243
l9 1158 859 696
l10 1100 866 694
l11 1048 866 667
l12 1005 866 642
l13 4482 1161 495
l14 1227 3537 839
l15 1241 2951 7503
l16 6292 8278 5997
l17 1563 8112 6281
l18 5392 3425 6694
l19 6207 3617 770
l20 6031 7211 4774
l21 5236 6881 4292
l22 3628 6195 3756
gs0 947 571 439
gs1 988 619 485
gs2 1028 658 519
gs3 1072 699 554
gs4 1133 761 613
gs5 1198 824 673
gs6 1265 889 732
gs7 1338 971 806
gs8 1433 1066 890
gs9 1535 1202 1015
gs10 1640 1320 1111
gs11 1766 1498 1258
gs12 1905 1670 1378
gs13 2099 1945 1567
gs14 2320 2281 1807
gs15 2591 2661 2094
gs16 2906 3137 2380
gs17 3292 3698 2751
gs18 3780 4404 3158
gs19 4392 5319 3723
gs20 5030 6271 4306
gs21 5340 6723 4609
gs22 5646 7192 5040
gs23 6406 7643 5252
