patch r g b
g5 23047 16387 17347
g6 27182 15770 17367
g7 31957 14867 16932
g8 35388 14187 16505
g9 12370 9067 8682
g10 13202 9012 8800
g11 13937 8837 8725
g12 16440 8347 8450
g13 16090 7505 6222
g14 9835 11667 6977
g15 9345 9675 16440
g16 18360 16552 16877
g17 10165 15722 15705
g18 16237 10205 15802
g19 17145 11262 6530
g20 10910 11217 14672
g21 11145 12572 19637
g22 10345 15727 39555
h1 35005 30702 28940
h2 37765 28770 25340
h3 39543 27245 22430
h4 39470 25355 20905
h5 22227 16175 15055
h6 25892 14922 12882
h7 30315 13600 10922
h8 34140 12562 9290
h9 12392 9017 8192
h10 13000 8847 7885
h11 13670 8470 7320
h12 15877 7830 6167
h13 18275 7797 6222
h14 10142 13467 7235
h15 9492 10590 20182
h16 21875 20292 20672
h17 10697 19232 19105
h18 18807 11532 19840
h19 20192 12950 6840
h20 10517 10212 14545
h21 11817 10037 10857
h22 11572 10717 17517
i1 29100 25190 21002
i2 30720 22935 16302
i3 32968 21117 13245
i4 36145 18225 9577
i5 17942 14650 12732
i6 18732 14112 10890
i7 19445 13595 9557
i8 22930 11837 6732
i9 11847 9087 8065
i10 11997 9040 7692
i11 12125 8837 7150
i12 12530 8432 6222
i13 20512 8012 6242
i14 10580 15800 7575
i15 9665 11725 24762
i16 26222 25562 25670
i17 11390 23917 23207
i18 21875 13147 25147
i19 24167 15077 7150
i20 10815 9450 14225
i21 20852 17810 34630
i22 13565 9232 12967
j1 35218 36420 29217
j2 34920 34333 22525
j3 35453 31370 17325
j4 37563 24207 9727
j5 19242 17320 14790
j6 18935 17020 12435
j7 18807 16482 10472
j8 18837 15225 7297
j9 11592 9030 7927
j10 11507 9092 7597
j11 11442 9082 7170
j12 11305 8875 6317
j13 23420 8295 6200
j14 11017 18322 7905
j15 9995 13542 32042
j16 32350 34098 34780
j17 12337 30442 29877
j18 25840 15545 33565
j19 29420 17542 7575
j20 13565 8715 10847
j21 34130 23697 50508
j22 39725 39070 50498
k1 24902 27177 21727
k2 22312 27725 17527
k3 20255 28280 14822
k4 19392 28922 13810
k5 16302 15805 13000
k6 15012 16402 11240
k7 14022 16825 9780
k8 11987 17800 7437
k9 11210 9060 7787
k10 10792 9270 7532
k11 10430 9477 7192
k12 9760 9647 6370
k13 26660 8667 6275
k14 11582 21517 8545
k15 10430 15662 40843
k16 39235 45298 47025
k17 13522 38473 37978
k18 30997 18725 44360
k19 34398 21070 8522
k20 36645 34203 41793
k21 39735 39970 43945
k22 37988 33938 31497
l1 27725 34113 30827
l2 24732 35900 28877
l3 22707 37160 27480
l4 22120 37075 26500
l5 17220 19100 16420
l6 15182 21412 15430
l7 13607 24005 14202
l8 12210 27272 13330
l9 10965 9097 7990
l10 10472 9427 8012
l11 9952 9775 8012
l12 9482 10072 7810
l13 29815 9147 6350
l14 12370 24860 9332
l15 11027 17867 48718
l16 43668 53773 57563
l17 14852 45270 44468
l18 36773 22717 54910
l19 37263 25817 9940
l20 41783 49388 51605
l21 39650 47355 47780
l22 33118 42528 41218
gs0 8300 5367 4485
gs1 8715 5855 4922
gs2 9237 6340 5455
gs3 9822 7025 6242
gs4 10495 7735 6990
gs5 11262 8447 7820
gs6 11922 9237 8662
gs7 12807 10207 9760
gs8 13725 11165 10762
gs9 14747 12385 12092
gs10 15845 13515 13340
gs11 17080 15045 15025
gs12 18722 16520 16772
gs13 20597 18522 18795
gs14 22782 21055 21182
gs15 25137 23687 24040
gs16 27865 27272 27215
gs17 30805 31210 31465
gs18 33918 36010 36453
gs19 36645 40828 41750
gs20 38830 44878 46503
gs21 39618 46410 48613
gs22 39820 47540 50370
gs23 40108 48153 50978
