patch,r,g,b,refR,refG,refB,refX,refY,refZ
k7,6043.0,7770.0,3365.0,0,0,0,20.02,14.38,21.96
k8,5342.0,9231.0,2837.0,0,0,0,25.52,14.48,31.69
k9,5133.0,3727.0,2779.0,0,0,0,40.84,40.34,36.15
k10,4916.0,3697.0,2620.0,0,0,0,42.98,40.37,39.23
k11,4776.0,3694.0,2463.0,0,0,0,44.92,40.27,42.42
k12,4506.0,3687.0,2178.0,0,0,0,48.93,40.18,48.91
k13,15826.0,4434.0,1977.0,0,0,0,15.44,24.54,45.44
k14,5075.0,11855.0,3067.0,0,0,0,25.29,12.75,27.93
k15,4805.0,8568.0,19899.0,0,0,0,52.06,49.38,3.26
k16,20192.0,25764.0,16879.0,0,0,0,1.54,1.61,1.35
k17,5888.0,23505.0,18430.0,0,0,0,18.93,10.33,1.47
k18,17444.0,10230.0,18303.0,0,0,0,6.97,13.97,2.67
k19,20545.0,12512.0,2792.0,0,0,0,5.37,2.89,22.62
k20,18910.0,17030.0,14792.0,0,0,0,2.28,3.02,1.91
k21,23597.0,21640.0,15419.0,0,0,0,1.26,1.72,1.49
k22,22766.0,18472.0,10689.0,0,0,0,1.62,2.1,2.79
l1,12472.0,19953.0,11801.0,0,0,0,3.58,2.92,2.64
l2,10572.0,23267.0,11169.0,0,0,0,4.48,2.96,2.93
l3,9361.0,26330.0,10736.0,0,0,0,5.39,3.12,3.23
l4,9070.0,26540.0,10449.0,0,0,0,5.95,3.4,3.57
l5,7361.0,8908.0,5717.0,0,0,0,12.96,11.08,9.97
l6,6348.0,10423.0,5468.0,0,0,0,15.38,10.99,10.69
l7,5728.0,12690.0,5195.0,0,0,0,18.18,11.02,11.56
l8,5517.0,16790.0,5235.0,0,0,0,21.16,10.96,12.58
l9,5055.0,3753.0,2862.0,0,0,0,40.94,39.99,33.66
l10,4815.0,3803.0,2873.0,0,0,0,43.02,39.82,34.15
l11,4583.0,3806.0,2752.0,0,0,0,45.36,39.98,35.08
l12,4400.0,3815.0,2645.0,0,0,0,48.06,40.19,35.97
l13,19568.0,5065.0,2041.0,0,0,0,12.12,19.77,41.27
l14,5433.0,16098.0,3567.0,0,0,0,21.34,9.74,23.64
l15,5366.0,12404.0,31775.0,0,0,0,48.52,44.71,1.86
l16,27524.0,36883.0,25207.0,0,0,0,0.63,0.68,0.6
l17,6950.0,36393.0,26459.0,0,0,0,15.51,7.82,0.67
l18,23550.0,14582.0,28329.0,0,0,0,4.37,9.78,1.44
l19,27176.0,16339.0,3299.0,0,0,0,3.85,1.6,18.27
l20,26438.0,32180.0,20007.0,0,0,0,0.71,0.78,0.82
l21,22983.0,30928.0,18099.0,0,0,0,0.96,0.93,1.01
l22,15976.0,27961.0,15840.0,0,0,0,1.94,1.57,1.38
gs0,4128.0,2501.0,1812.0,0,0,0,74.72,77.75,63.04
gs1,4303.0,2709.0,2005.0,0,0,0,65.56,67.88,55.45
gs2,4482.0,2877.0,2146.0,0,0,0,58.77,60.99,49.71
gs3,4676.0,3060.0,2290.0,0,0,0,52.06,53.98,44.05
gs4,4928.0,3317.0,2521.0,0,0,0,45.81,47.44,38.7
gs5,5188.0,3580.0,2769.0,0,0,0,39.71,41.23,33.59
gs6,5477.0,3867.0,3005.0,0,0,0,34.84,36.16,29.36
gs7,5819.0,4219.0,3311.0,0,0,0,30.03,31.18,25.42
gs8,6222.0,4637.0,3661.0,0,0,0,25.6,26.6,21.81
gs9,6694.0,5235.0,4180.0,0,0,0,21.49,22.27,18.18
gs10,7144.0,5776.0,4595.0,0,0,0,18.22,18.88,15.51
gs11,7673.0,6555.0,5197.0,0,0,0,15.15,15.65,12.67
gs12,8302.0,7333.0,5689.0,0,0,0,12.54,12.98,10.68
gs13,9136.0,8538.0,6504.0,0,0,0,10.08,10.41,8.63
gs14,10113.0,10036.0,7463.0,0,0,0,8.0,8.24,6.87
gs15,11283.0,11730.0,8688.0,0,0,0,6.21,6.42,5.29
gs16,12687.0,13885.0,9946.0,0,0,0,4.68,4.81,4.05
gs17,14371.0,16405.0,11481.0,0,0,0,3.52,3.65,3.03
gs18,16505.0,19583.0,13279.0,0,0,0,2.57,2.68,2.23
gs19,19161.0,23728.0,15584.0,0,0,0,1.75,1.84,1.54
gs20,21919.0,27923.0,18142.0,0,0,0,1.17,1.22,1.07
gs21,23340.0,30031.0,19522.0,0,0,0,0.95,1.0,0.87
gs22,24690.0,32087.0,21265.0,0,0,0,0.75,0.8,0.7
gs23,28069.0,34100.0,22230.0,0,0,0,0.43,0.52,0.56
