patch r g b
g11 14085 9967 10570
g12 16367 9295 10175
g13 15737 8257 7532
g14 10367 13047 8470
g15 9835 10887 18177
g16 18892 19260 19820
g17 11230 17622 18360
g18 16707 11715 18592
g19 17527 13147 8460
g20 11635 13002 17122
g21 11762 14292 21907
g22 10762 15177 30625
h1 26202 30810 31412
h2 26382 30097 29420
h3 26617 29372 27257
h4 26617 28360 25585
h5 22035 19487 18125
h6 23985 18290 16035
h7 25137 17282 14417
h8 25455 16420 12680
h9 12615 10190 10015
h10 13147 9925 9505
h11 13755 9562 8950
h12 15770 8862 7715
h13 17655 8602 7670
h14 10910 14782 8927
h15 10100 11970 21982
h16 21940 23965 24775
h17 11847 20927 22270
h18 18945 13270 22845
h19 20287 15327 8970
h20 11230 11890 16975
h21 12582 11800 13552
h22 12062 12232 20000
i1 24912 28072 26192
i2 25200 26430 21492
i3 25552 25140 17687
i4 25872 22807 13362
i5 18562 17202 15472
i6 19435 16697 13435
i7 20075 16110 12020
i8 21992 14065 8780
i9 12167 10415 9962
i10 12190 10195 9345
i11 12307 10085 8907
i12 12552 9637 7810
i13 19382 8832 7735
i14 11442 16732 9440
i15 10282 12992 25850
i16 24530 28637 30315
i17 12552 24480 25850
i18 21310 14995 27492
i19 22600 18075 9760
i20 11455 11085 16975
i21 20947 20292 32510
i22 14012 10607 15502
j1 26287 32200 31860
j2 26062 31007 27597
j3 25990 29600 22195
j4 25990 26015 13307
j5 19722 20282 17890
j6 19542 19737 15270
j7 19510 19167 13117
j8 19445 17512 9440
j9 11945 10415 9867
j10 11752 10372 9355
j11 11582 10227 8630
j12 11390 9987 7660
j13 21087 9200 7915
j14 12030 18935 10005
j15 10517 14107 29472
j16 26352 32425 35090
j17 13180 27512 29867
j18 23677 17335 32552
j19 24252 21125 10665
j20 14097 10217 13660
j21 26150 25322 37328
j22 26532 32132 37690
k1 23272 28592 26480
k2 21715 27852 22162
k3 20255 27097 18827
k4 19617 26975 17452
k5 16857 17985 15567
k6 15865 18347 13787
k7 14917 18647 12265
k8 13085 19030 9727
k9 11582 10565 9792
k10 11145 10632 9280
k11 10730 10697 8747
k12 10165 10990 7820
k13 22407 9915 8300
k14 12712 21272 10772
k15 10740 14997 31722
k16 27607 34513 38350
k17 14000 29617 32660
k18 25510 19972 36230
k19 25050 24042 11975
k20 26457 31550 36028
k21 26607 32440 36538
k22 25797 30640 32552
l1 24635 31412 32095
l2 23175 31375 31242
l3 21780 30955 29985
l4 21342 30837 29420
l5 17527 21530 19520
l6 15832 22817 18647
l7 14490 24000 17612
l8 13500 25237 17005
l9 11465 10760 10240
l10 10965 11015 10142
l11 10580 11340 9910
l12 10132 11677 9792
l13 23347 10995 8780
l14 13522 23202 11730
l15 11060 15855 32895
l16 27855 35265 40045
l17 14875 30517 34153
l18 26542 23270 38170
l19 25412 26265 13787
l20 26895 33763 38190
l21 26522 33165 37263
l22 25455 32030 35293
gs0 8545 6695 6285
gs1 9035 7280 6947
gs2 9577 7807 7585
gs3 10112 8357 8225
gs4 10805 9055 9015
gs5 11667 9865 9940
gs6 12497 10807 10995
gs7 13467 11847 12092
gs8 14460 12972 13117
gs9 15502 14335 14555
gs10 16697 15832 16132
gs11 17900 17757 18115
gs12 19372 19717 20075
gs13 20832 22067 22482
gs14 22195 24465 24945
gs15 23462 26717 27587
gs16 24540 28907 30390
gs17 25327 30452 32425
gs18 25872 31520 33960
gs19 26222 32397 35888
gs20 26352 32820 36740
gs21 26235 32660 36720
gs22 26032 32372 36730
gs23 25830 31917 36400
