patch r g b
h20 9620 8512 12125
h21 11390 8337 8875
h22 10400 8617 14085
i1 29890 23270 18285
i2 33288 21912 14682
i3 39683 20772 12252
i4 56935 18492 9205
i5 19307 13665 11720
i6 20225 13132 9962
i7 21300 12845 8832
i8 26307 11630 6530
i9 11572 7985 7180
i10 11742 7820 6732
i11 11945 7745 6297
i12 12360 7345 5390
i13 23442 7265 5360
i14 9962 13222 6340
i15 8022 9237 20117
i16 25350 21677 21002
i17 9642 18935 20267
i18 22397 11130 20287
i19 26852 14362 6467
i20 9962 7885 11880
i21 20650 15385 30165
i22 13255 7527 9995
j1 37285 34928 26352
j2 37635 33970 20107
j3 40705 32317 15770
j4 59908 26197 9525
j5 20405 16105 13490
j6 20075 15705 11347
j7 20117 15480 9557
j8 20587 14800 7085
j9 11262 7900 7020
j10 11112 7857 6572
j11 11060 7792 6180
j12 10965 7622 5507
j13 27855 7645 5390
j14 10462 15902 6840
j15 8162 11005 27577
j16 31200 29110 29067
j17 10472 25545 28172
j18 26820 13552 28375
j19 34130 17047 6915
j20 13532 7277 8610
j21 37935 22257 51788
j22 47728 34178 51115
k1 25317 26185 19627
k2 22972 28337 16057
k3 21140 30412 13905
k4 20405 31992 13085
k5 16962 14287 11742
k6 15472 14832 10240
k7 14300 15385 9035
k8 12030 16857 7235
k9 10782 7937 6905
k10 10250 7910 6467
k11 9897 8027 6072
k12 9365 8250 5540
k13 33918 8097 5412
k14 11262 19967 7480
k15 8545 13787 39693
k16 40898 40565 42688
k17 11752 35618 39608
k18 34055 17212 41270
k19 46108 21167 7490
k20 38520 28567 35920
k21 47835 34888 38925
k22 45980 29275 26105
l1 28057 33415 29100
l2 25105 36900 27065
l3 23197 39960 25755
l4 22580 40118 24805
l5 17550 17270 14672
l6 15045 19275 13980
l7 13095 22167 13020
l8 11720 26980 12435
l9 10462 7915 7075
l10 9812 8045 6905
l11 9345 8205 6702
l12 8917 8362 6605
l13 42433 8832 5582
l14 12147 25095 8332
l15 9205 18012 57798
l16 54878 57808 62753
l17 13595 48783 54910
l18 45245 23265 61878
l19 57158 26665 8705
l20 52970 50353 52588
l21 46843 47653 46405
l22 33043 40780 38190
gs0 8225 5150 4462
gs1 8662 5587 4932
gs2 9237 6012 5380
gs3 9717 6435 5850
gs4 10282 6910 6350
gs5 11027 7510 6977
gs6 11667 8112 7692
gs7 12605 8785 8320
gs8 13680 9647 9172
gs9 14810 10675 10240
gs10 16015 11705 11272
gs11 17357 13057 12670
gs12 18977 14497 14140
gs13 20767 16340 15972
gs14 22642 18332 17942
gs15 24837 20852 20682
gs16 27225 23702 23175
gs17 30412 27475 27352
gs18 34343 32052 32810
gs19 39225 37428 38788
gs20 44510 43673 46385
gs21 47143 46623 50465
gs22 48825 48793 53503
gs23 54143 50950 55155
