patch r g b
k1 28577 24400 18092
k2 24965 26095 14725
k3 22247 27960 12680
k4 21365 30097 12210
k5 18177 13627 10825
k6 16495 14027 9462
k7 15270 14537 8450
k8 13147 15987 7000
k9 12125 7402 6552
k10 11762 7515 6340
k11 11390 7617 6020
k12 10517 7612 5337
k13 39630 8155 5177
k14 12167 18720 7117
k15 9237 12765 36678
k16 46118 37023 36815
k17 11742 31060 36368
k18 37903 16450 37328
k19 51680 20627 7137
k20 43475 26420 32147
k21 51745 31300 33650
k22 50210 27017 23547
l1 31755 30475 25902
l2 27022 34168 24677
l3 23677 37503 23537
l4 22962 37870 23080
l5 18487 16302 13565
l6 15705 17970 12850
l7 13840 20537 12135
l8 12435 24640 11517
l9 11817 7437 6732
l10 11262 7575 6637
l11 10687 7745 6487
l12 10112 7770 6265
l13 48600 9140 5402
l14 12902 23175 7787
l15 9982 17420 56465
l16 59343 54190 55838
l17 13095 44460 51605
l18 48848 22317 57125
l19 65535 24812 7980
l20 57648 46708 45873
l21 50935 43598 39458
l22 38275 38025 33618
gs0 9620 4937 4442
gs1 10100 5305 4815
gs2 10580 5667 5177
gs3 11145 6125 5677
gs4 11687 6525 6062
gs5 12477 7122 6647
gs6 13075 7605 7150
gs7 13915 8295 7800
gs8 14950 9045 8407
gs9 16132 10132 9440
gs10 17250 10937 10047
gs11 18530 12262 11357
gs12 20150 13415 12582
gs13 22035 14997 14012
gs14 24487 16925 15940
gs15 27577 19227 18422
gs16 30742 21912 21192
gs17 34803 25300 24752
gs18 39193 29312 29132
gs19 44243 34408 34503
gs20 49123 39928 40150
gs21 51053 42255 42645
gs22 51925 43380 43998
gs23 55623 43748 43733
